Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5PwYLJ6zqtbEVPmtQifzpf,Farther Than The Sun,Fortress,Alter Bridge,1/1/2013,247406,32,FALSE,,2023-08-29T20:44:44Z,"post-grunge,alternative metal,hard rock",ALTER BRIDGE (AB2),0.32,0.982,6,-4.582,1,0.145,0.0000122,0.0000992,0.186,0.249,79.52,4
spotify:track:4Tn4WAHRrSOQMLAZKnN8A1,Farther Than the Sun - Live,Live at the O2 Arena,Alter Bridge,9/8/2017,260560,22,FALSE,,2023-08-29T20:36:39Z,"post-grunge,alternative metal,hard rock",Napalm Records Handels GmbH,0.19,0.981,1,-4.44,1,0.276,0.000108,0.000201,0.901,0.174,79.848,4
spotify:track:5gMEMaqm74DwNKxZ0RfWM6,Beethoven's 5 Secrets,The Piano Guys,The Piano Guys;Lyceum Philharmonic at American Heritage School;Julie Ann Nelson;John Nelson,2012,309773,50,FALSE,,2023-08-28T20:27:37Z,"classical crossover,opera",Portrait/Sony Masterworks,0.302,0.515,2,-9.303,1,0.0414,0.795,0.904,0.079,0.111,150.285,4
spotify:track:6olS0TmHmsGr0hXtcBsiVM,A Tout Le Monde - Remastered 2004,Youthanasia (Expanded Edition - Remastered),Megadeth,10/28/1994,262133,68,FALSE,,2023-08-28T19:16:21Z,"thrash metal,metal,heavy metal,speed metal",Capitol Records,0.272,0.747,5,-4.86,0,0.0401,0.000393,0.0000403,0.16,0.255,202.777,4
spotify:track:69AIpwGNLxr4qS1X5ynx60,Buy Dirt,Buy Dirt,Jordan Davis;Luke Bryan,5/21/2021,167480,80,FALSE,,2023-08-27T18:19:38Z,"country,pop country,acoustic country",MCA Nashville,0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,4
spotify:track:0uybt73QFXaLCoxuVf6fhm,It's Not My Time,3 Doors Down,3 Doors Down,1/1/2008,241960,71,FALSE,,2023-08-27T18:07:19Z,post-grunge,Universal (MT),0.532,0.935,0,-4.798,1,0.0619,0.00133,0.00000837,0.106,0.309,128.025,4
spotify:track:4ZD6SiaJi75smnel0d7jl3,Spiderwebs,Tragic Kingdom,No Doubt,10/10/1995,266760,69,FALSE,,2023-08-25T18:02:36Z,,Trauma,0.49,0.852,10,-7.192,1,0.0502,0.0376,0.00000221,0.126,0.663,143.248,4
spotify:track:2d6m2F4I7wCuAKtSsdhh83,Famous Last Words,The Black Parade,My Chemical Romance,10/20/2006,299226,80,FALSE,,2023-08-23T13:42:55Z,"emo,pop punk",Reprise,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,4
spotify:track:2DDDzxzFpgTQx4AEKRO3zz,Revolution,All Or Nothing (Deluxe Edition),Pennywise,5/1/2012,205640,57,FALSE,,2023-08-23T13:19:43Z,"punk,skate punk,ska punk,melodic hardcore,ska,hardcore punk",Epitaph,0.534,0.962,2,-4.129,1,0.0568,0.0006,0.0263,0.113,0.737,106.48,4
spotify:track:1S9PodZROIorEa6OchvOoZ,Broken Mirrors,Endgame,Rise Against,1/1/2011,234693,46,FALSE,,2023-08-23T13:09:13Z,"punk,hardcore punk",Geffen,0.278,0.93,3,-3.17,0,0.0871,0.000121,0.000105,0.0763,0.56,142.061,4
spotify:track:4p1IxCvnWCUmacLP4bhmQT,Road To Nowhere,Scream Aim Fire Deluxe Edition,Bullet For My Valentine,12/9/2008,259519,40,FALSE,,2023-08-23T13:05:13Z,"metalcore,metal",Jive,0.295,0.563,2,-8.686,1,0.0358,0.0305,0,0.0968,0.521,87.067,4
spotify:track:5872goUpkJgh11uslHaa2G,The '59 Sound,The '59 Sound,The Gaslight Anthem,8/19/2009,189986,5,FALSE,,2023-08-23T12:59:21Z,,SideOneDummy Records,0.423,0.943,10,-3.962,1,0.0941,0.00119,0.00000508,0.263,0.404,168.024,4
spotify:track:0iCYiErdXflEjqBt6qgSYd,Kotov Syndrome,Appeal To Reason,Rise Against,1/1/2008,184760,48,FALSE,,2023-08-23T12:54:45Z,"punk,hardcore punk",Geffen,0.215,0.987,5,-2.281,0,0.109,0.000323,0,0.123,0.441,152.184,4
spotify:track:1C4SDzkaFUKq8TsGg1lWs6,Godspeed - Live,Walk the Sky 2.0 (Deluxe),Alter Bridge,11/6/2020,268152,15,FALSE,,2023-08-20T17:34:35Z,"post-grunge,alternative metal,hard rock",Napalm Records Handels GmbH,0.431,0.874,11,-5.16,1,0.043,0.00000304,0.891,0.603,0.352,120.043,4
spotify:track:67q0QsfLcTa2SqhP2wQbia,Used To Love Her,Appetite For Destruction (Super Deluxe Edition),Guns N' Roses,7/21/1987,192666,63,TRUE,,2023-08-18T01:01:30Z,"rock,glam metal,hard rock,classic rock",Guns N Roses P&D,0.614,0.902,1,-7.232,1,0.0331,0.464,0.0000244,0.15,0.909,135.453,4
spotify:track:39ikBpIHWsRxawurB6wrnJ,Let Me Be Myself - Acoustic,Where My Christmas Lives,3 Doors Down,1/1/2009,233200,26,FALSE,,2023-08-17T23:30:42Z,post-grunge,Universal Records,0.485,0.533,0,-5.991,1,0.0296,0.375,0,0.105,0.566,77.016,4
spotify:track:2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,Only Human (Deluxe),Calum Scott,3/9/2018,260285,81,FALSE,,2023-08-17T01:06:46Z,soft pop,Capitol Records (US1A),0.681,0.174,1,-8.745,1,0.0315,0.837,0.0000335,0.0983,0.231,112.672,4
spotify:track:2Rd1iHW3Izkuhybyvs0i0r,Santa Monica - Acoustic,Deep Cuts,Everclear,1/1/2009,200306,18,FALSE,,2023-08-13T23:51:09Z,"post-grunge,alternative rock",Capitol Records,0.554,0.708,7,-11.853,1,0.0419,0.105,0,0.876,0.654,99.106,4
spotify:track:4BpndTKEqpLgntffipC53q,Don't You Worry Child - Acoustic Version,Don't You Worry Child,Swedish House Mafia;John Martin,9/14/2012,257923,48,FALSE,,2023-08-11T04:09:41Z,edm,BMG Rights Management,0.554,0.792,11,-8.166,0,0.0309,0.406,0.000665,0.315,0.537,102.042,4
spotify:track:5TZn3LQSWwVPnBlPgFKb54,American Jesus,Recipe For Hate,Bad Religion,9/21/1993,197666,63,FALSE,,2023-08-09T02:53:24Z,"punk,skate punk,hardcore punk,melodic hardcore,ska punk,ska",Epitaph,0.404,0.985,0,-4.173,1,0.0491,0.00238,0,0.192,0.697,181.406,4
spotify:track:0IF7bHzCXCZoKNog5vBC4g,Wherever You Will Go,Wherever You Will Go,Charlene Soraia,10/3/2011,197577,58,FALSE,,2023-08-09T02:47:33Z,,Peacefrog Records,0.597,0.115,9,-9.217,1,0.0334,0.82,0.000215,0.111,0.128,111.202,4
spotify:track:0biGKHOtNVGM14sRSztyKq,Los Angeles Is Burning,The Empire Strikes First,Bad Religion,2004,203733,58,FALSE,,2023-08-01T15:34:37Z,"punk,skate punk,hardcore punk,melodic hardcore,ska punk,ska",Epitaph,0.417,0.963,0,-3.302,1,0.0403,0.000305,0.000131,0.148,0.644,163.148,4
spotify:track:3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,Barefoot Blue Jean Night,Jake Owen,8/29/2011,169420,75,FALSE,,2023-07-31T18:38:02Z,"country,acoustic country",RCA Records Label Nashville,0.599,0.807,4,-4.679,1,0.0402,0.202,0,0.196,0.812,172.017,4
spotify:track:57hvVxOxqVYXr532Ro8xgP,Until the Day I Die (10 Year Version),Page Avenue: Ten Years and Counting,Story Of The Year,10/8/2013,243068,39,FALSE,,2023-07-31T14:01:26Z,"emo,screamo,post-hardcore,pop punk",Story Of The Year,0.529,0.59,10,-7.756,0,0.0269,0.193,0,0.129,0.509,90.056,4
spotify:track:3JGeVhJh6O32V1iuzfBsrJ,In Your Eyes,Here We Go Again (US Edition),SR-71,11/21/2010,282839,28,FALSE,,2023-07-31T03:25:59Z,"pop punk,punk",Matzoh-Ball Music,0.393,0.902,10,-4.469,0,0.054,0.000158,0,0.116,0.288,176.977,4
spotify:track:4tMOesd7zi9cLH7KZh0DcP,We Fall Apart,We As Human,We As Human,6/21/2011,230786,44,FALSE,,2023-07-30T13:32:48Z,"christian rock,christian alternative rock",Atlantic Records,0.482,0.544,0,-7.217,1,0.0283,0.174,0,0.131,0.404,119.957,4
spotify:track:0H04yVa3DJxoXbLBpAb7iV,I'm Comin' Over,I'm Comin' Over,Chris Young,11/13/2015,197280,69,FALSE,,2023-07-28T17:23:47Z,"country,acoustic country",RCA Records Label Nashville,0.575,0.845,10,-3.838,1,0.035,0.0282,0,0.0814,0.376,127.997,4
spotify:track:0itGTjddrHS8j6jTV4mznY,Off The Map,This Addiction (Deluxe Edition),Alkaline Trio,2/23/2010,195946,25,FALSE,,2023-07-28T17:20:10Z,"pop punk,punk,emo,skate punk",Epitaph,0.539,0.817,4,-5.068,1,0.0501,0.00585,0.000138,0.155,0.788,165.09,4
spotify:track:4oR2cCQGs0Yt0Mgr2diV6V,What’s Your Country Song,Country Again (Side A),Thomas Rhett,4/30/2021,171333,68,FALSE,,2023-07-26T15:48:01Z,"country,acoustic country,pop country",The Valory Music Co.,0.359,0.706,5,-6.151,1,0.0309,0.000602,0,0.285,0.479,174.079,4
spotify:track:4aGG4VOWGv9RwlYQNsBrkE,Caught Up In The Country,Caught Up In The Country,Rodney Atkins;The Fisk Jubilee Singers,5/10/2019,160991,68,FALSE,,2023-07-26T15:46:14Z,"country,acoustic country",Curb Records,0.603,0.807,7,-6.999,1,0.045,0.0123,0,0.539,0.685,124.099,4
spotify:track:5HGibWoxnkYSkl6mHmAlOE,That's My Kind Of Night,Crash My Party,Luke Bryan,1/1/2013,190186,76,FALSE,,2023-07-23T16:11:48Z,"country,acoustic country",Capitol Records Nashville,0.662,0.749,7,-2.891,1,0.048,0.0597,0,0.105,0.895,109.995,4
spotify:track:2MuAyzQUNKbSVETsIPmldC,One - Live Acoustic,With Arms Wide Open: A Retrospective,Creed,1/1/2015,298360,24,FALSE,,2023-07-23T13:01:33Z,post-grunge,The Bicycle Music Company,0.181,0.685,6,-6.274,1,0.0361,0.000247,0,0.341,0.28,101.36,4
spotify:track:469hGcjGxAt3gctyiQzo5s,Seasons of War (Intro Movie),World of Warcraft Original Soundtrack,Jason Hayes,11/23/2004,178773,0,FALSE,,2023-07-21T13:37:26Z,medieval,Azeroth Music,0.235,0.415,1,-14.414,0,0.0452,0.639,0.563,0.106,0.0851,106.161,3
spotify:track:3I6NQKu5HTi5PPvJTAA94i,La Marseillaise,Les Honneurs Français,Musique De La Garde Républicaine,1/1/2000,63946,38,FALSE,,2023-07-21T13:36:35Z,,Corelia,0.549,0.324,10,-10.862,1,0.0426,0.992,0.892,0.0923,0.287,122.138,4
spotify:track:6yVSp9H2STyLeOs7pjy2w4,Hands Down,"A Mark, A Mission, A Brand, A Scar",Dashboard Confessional,1/1/2003,186866,3,FALSE,,2023-07-19T15:34:31Z,"emo,pop punk",Vagrant Records DC,0.463,0.827,3,-4.085,1,0.0437,0.013,0.0000241,0.0964,0.26,94.035,4
spotify:track:43thLwzSasUUZEYjYPeJh3,Close My Eyes Forever,Lita,Lita Ford;Ozzy Osbourne,2/1/1988,283133,65,FALSE,,2023-07-19T14:02:55Z,"glam metal,hard rock,glam rock,metal,heavy metal",RCA Records Label,0.476,0.331,5,-14.884,1,0.0305,0.31,0.00000282,0.172,0.24,130.574,4
spotify:track:0GiboWAUlUGzsUEbUwcJ09,Overcome - Live Acoustic,With Arms Wide Open: A Retrospective,Creed,1/1/2015,264906,31,FALSE,,2023-07-18T14:17:34Z,post-grunge,The Bicycle Music Company,0.547,0.506,4,-9.275,0,0.0248,0.264,0.00000665,0.274,0.199,89.495,4
spotify:track:6qFnAsON1WA0q96PjTlgot,Set Fire to the Rain,"Cover Sessions, Vol. 2",Boyce Avenue,7/24/2012,252900,41,FALSE,,2023-07-13T19:54:38Z,acoustic pop,3 Peace Records,0.579,0.273,9,-9.2,0,0.0312,0.955,0,0.122,0.339,110.047,4
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,11/22/2019,215106,85,FALSE,,2023-07-13T19:53:33Z,soft pop,Vertigo Berlin,0.459,0.574,3,-4.857,1,0.0577,0.608,0,0.0885,0.183,111.881,4
spotify:track:6Uy6K3KdmUdAfelUp0SeXn,Brave,The Blessed Unrest,Sara Bareilles,7/16/2013,220460,71,FALSE,,2023-07-13T02:37:21Z,,Epic,0.551,0.836,10,-3.838,0,0.0524,0.00502,0.000021,0.0425,0.758,185.063,4
spotify:track:6HFJFc7lNyfwDp3AZwKanC,Pomp and Circumstance (Macho Man Randy Savage),WWE: The Music of WCW,WWE;Jimmy Hart;Howard Helm,4/1/2014,259453,1,FALSE,,2023-07-12T16:48:31Z,,"WWE, Inc.",0.216,0.507,2,-7.42,1,0.0369,0.802,0.168,0.136,0.415,75.319,4
spotify:track:7CpbhqKUedOIrcvc94p60Y,Bodies,Sinner,Drowning Pool,1/1/2001,201960,83,FALSE,,2023-07-12T16:45:53Z,"nu metal,alternative metal,rap metal,metal",The Bicycle Music Company,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,4
spotify:track:5omWAB5iNMHvbAfBSzkdu8,You're Going Down,Tri-polar,SICK PUPPIES,1/1/2010,187346,68,TRUE,,2023-07-10T16:16:10Z,,Virgin Records,0.488,0.842,6,-5.926,1,0.0469,0.0116,0.00127,0.146,0.41,90.003,4
spotify:track:1RTYixE1DD3g3upEpmCJpa,In The End,Wretched And Divine: The Story Of The Wild Ones,Black Veil Brides,1/1/2012,228280,73,FALSE,,2023-07-09T12:55:44Z,"emo,screamo",Lava Music/Republic Records,0.442,0.939,8,-4.18,1,0.0941,0.000183,0.00589,0.0857,0.27,140.021,4
spotify:track:4o07hxTDo4ZoCTvvjnDlos,I Turned Into A Martian,Collection,Misfits;Glenn Danzig,1/1/1986,103906,47,FALSE,,2023-07-06T18:53:55Z,"horror punk,punk,psychobilly,hardcore punk,skate punk",Astralwerks,0.444,0.922,3,-12.871,1,0.0647,0.0676,0.000139,0.183,0.281,125.057,4
spotify:track:6TeB7j56k4AbELOl3G4zfj,Someone You Loved,Someone You Loved,Our Last Night;I See Stars;The Word Alive;Ashland,11/19/2019,181695,0,FALSE,,2023-07-06T17:44:25Z,"post-hardcore,metalcore,screamo,deathstep",mudhutdigital.com,0.571,0.925,2,-4.031,1,0.0549,0.00112,0,0.107,0.485,115.017,4
spotify:track:3gILDObZFV7LD5pmjSr9zo,Kingdom,Kingdom,Downstait,8/23/2016,210894,62,FALSE,,2023-07-06T17:03:56Z,,Downstait,0.459,0.955,1,-2.723,1,0.137,0.000484,0.00494,0.33,0.337,160.077,4
spotify:track:4TNmKpTcx2kveSu5EdyXug,Wayward One,Blackbird,Alter Bridge,10/5/2007,287413,34,FALSE,,2023-07-02T12:59:55Z,"post-grunge,alternative metal,hard rock",AB2/Universal Records,0.416,0.875,3,-4.335,0,0.044,0.00351,0.0000267,0.113,0.283,149.968,4
spotify:track:2BT2Kv7sROD72YFPKX8LCF,Matoya's Cave,FINAL FANTASY I Original Soundtrack,Nobuo Uematsu,1987,72800,21,FALSE,,2023-06-29T13:30:18Z,"soundtrack,japanese vgm",スクウェア・エニックス ミュージック,0.473,0.435,11,-13.642,0,0.0343,0.106,0.0415,0.526,0.963,150.229,4
spotify:track:1Y0wA6SMChTTHNS48eYJrE,"Live Young, Die Fast - Acoustic Version",Agony & Irony,Alkaline Trio,7/1/2008,198640,0,FALSE,,2023-06-28T16:44:14Z,"pop punk,punk,emo,skate punk",Epic,0.525,0.387,4,-5.891,1,0.0343,0.604,0,0.05,0.355,75.276,4
spotify:track:2ajUl8lBLAXOXNpG4NEPMz,Sway,Michael Bublé,Michael Bublé,2003,188066,77,FALSE,,2023-06-28T16:05:39Z,christmas,143/Reprise,0.713,0.639,2,-5.529,0,0.0313,0.753,0,0.0878,0.737,125.959,4
spotify:track:4wLZ4zPM9c4oe1VV8ejdWV,Home,It's Time,Michael Bublé,2/7/2005,226520,59,FALSE,,2023-06-28T16:03:20Z,christmas,143/Reprise,0.608,0.37,7,-9.207,1,0.0306,0.844,0.0000187,0.112,0.349,127.631,4
spotify:track:3I09LQbHS3NSU46Ly3tPpR,Feeling Good,It's Time,Michael Bublé,2/7/2005,237333,66,FALSE,,2023-06-28T15:58:28Z,christmas,143/Reprise,0.535,0.548,1,-6.51,1,0.037,0.533,0.00000148,0.123,0.477,115.144,3
spotify:track:4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Crazy Love,Michael Bublé,10/6/2009,244586,73,FALSE,,2023-06-27T13:14:59Z,christmas,143/Reprise,0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,4
spotify:track:4lhqb6JvbHId48OUJGwymk,Hey Brother,TRUE,Avicii,9/16/2013,255093,82,FALSE,,2023-06-27T13:14:48Z,edm,Pophouse Entertainment Group,0.545,0.78,7,-4.867,0,0.0436,0.0309,0.0000464,0.0828,0.458,125.014,4
spotify:track:1qlazPhrxw3xGG1MZHQ1p6,Anywhere,Young as the Morning Old as the Sea (Deluxe),Passenger,9/23/2016,216206,48,FALSE,,2023-06-26T15:56:54Z,folk pop,Nettwerk Music Group,0.597,0.624,7,-6.931,1,0.0283,0.0947,0.0000862,0.0946,0.84,104.541,4
spotify:track:2RKmGDTq840oLpKC0WOaCr,Odds Are,Grinning Streak,Barenaked Ladies,1/1/2013,184400,56,FALSE,,2023-06-26T15:48:09Z,,Vanguard,0.629,0.855,10,-5.593,1,0.0568,0.108,0,0.198,0.963,96.039,4
spotify:track:67aeyMdt7cgb8l9zg53Pfm,I Believe in You,Nobody but Me (Deluxe),Michael Bublé,10/21/2016,201813,54,FALSE,,2023-06-26T15:45:09Z,christmas,Reprise,0.612,0.744,8,-5.671,1,0.033,0.125,0.00000257,0.0978,0.527,113.009,4
spotify:track:0mvkwaZMP2gAy2ApQLtZRv,It's a Beautiful Day,To Be Loved,Michael Bublé,4/11/2013,199266,68,FALSE,,2023-06-26T15:40:28Z,christmas,Reprise,0.532,0.795,1,-3.979,1,0.0358,0.0559,0,0.295,0.78,143.837,4
spotify:track:5vOX8ERR2LXD1NTb5hKMGF,It's a Beautiful Day,"Cover Sessions, Vol. 3",Boyce Avenue,4/28/2015,192051,38,FALSE,,2023-06-26T15:40:05Z,acoustic pop,3 Peace Records,0.562,0.318,10,-8.444,0,0.0293,0.788,0,0.115,0.406,144.072,4
spotify:track:29TemKe7VNXfhOED9TVd3C,Stay,"Cover Sessions, Vol. 3",Boyce Avenue;Mandy Lee,4/28/2015,238400,44,FALSE,,2023-06-26T14:59:06Z,acoustic pop,3 Peace Records,0.39,0.313,8,-8.999,0,0.0358,0.771,0,0.13,0.122,112.241,4
spotify:track:1mzqQq3PJyTEbI1yN4uGmD,We Found Love,"Cover Sessions, Vol. 2",Boyce Avenue,7/24/2012,217375,42,FALSE,,2023-06-26T14:51:21Z,acoustic pop,3 Peace Records,0.65,0.561,11,-8.6,1,0.0282,0.579,0.00000322,0.0909,0.331,127.926,4
spotify:track:1AyluAxzag7Y42e70FfpXZ,Your Song,"Cover Sessions, Vol. 5",Boyce Avenue,1/24/2020,244342,37,FALSE,,2023-06-25T22:19:26Z,acoustic pop,3 Peace Records,0.6,0.263,3,-11.261,1,0.0306,0.875,0.0000113,0.115,0.263,127.107,4
spotify:track:1EyvonxK8OGHRV4WDRdArc,Can You Feel the Love Tonight,Can You Feel the Love Tonight,Boyce Avenue;Connie Talbot,5/24/2019,250916,60,FALSE,,2023-06-25T22:18:51Z,acoustic pop,3 Peace Records,0.452,0.198,10,-9.374,1,0.0335,0.931,0.00000224,0.1,0.217,119.499,4
spotify:track:7pKMoXeiCv40wbrjII06VO,I Like Me Better,I Like Me Better,Boyce Avenue;Emma Heesters,6/21/2019,201508,48,FALSE,,2023-06-25T22:16:55Z,"acoustic pop,hollands,nederpop",3 Peace Records,0.473,0.263,9,-8.609,1,0.033,0.814,0,0.142,0.315,87.145,4
spotify:track:6B6unwaKEYAUvhJuERHQO3,Jumper,"Cover Sessions, Vol. 2",Boyce Avenue,7/24/2012,228434,31,FALSE,,2023-06-25T22:16:44Z,acoustic pop,3 Peace Records,0.716,0.446,0,-9.291,1,0.0307,0.0847,0,0.189,0.62,90.958,4
spotify:track:55loC3HUNHhEGnpZf65Kd8,Pardon Me - Acoustic,Pardon Me,Incubus,2/22/2000,225133,43,FALSE,,2023-06-25T22:16:09Z,"nu metal,funk rock,alternative metal,alternative rock",Epic/Legacy,0.501,0.322,4,-10.227,1,0.0362,0.651,0,0.1,0.516,139.691,4
spotify:track:1K3LRUEcUz5FMtPYyg0F45,Ho Hey,The Lumineers (Deluxe Edition),The Lumineers,2012,163133,6,FALSE,,2023-06-25T22:15:59Z,"folk pop,indie folk",Decca (UMO),0.682,0.471,0,-9.182,1,0.0302,0.768,0,0.0908,0.421,79.907,4
spotify:track:5PRRthP9SLfbXB359MfIWv,I Will Wait,Babel (Deluxe Version),Mumford & Sons,9/21/2012,276720,74,FALSE,,2023-06-25T22:15:58Z,"folk,indie folk,folk rock",Dew Process,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,4
spotify:track:0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Silver Side Up,Nickelback,9/11/2001,223840,90,FALSE,,2023-06-25T22:15:28Z,"post-grunge,rock",Roadrunner Records,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,4
spotify:track:0wHNrrefyaeVewm4NxjxrX,Make It Stop (September's Children),Endgame,Rise Against,1/1/2011,234786,61,FALSE,,2023-06-25T13:15:37Z,"punk,hardcore punk",Geffen,0.407,0.975,1,-3.176,1,0.0779,0.000578,0.0000142,0.112,0.564,154.486,4
spotify:track:6Lxd51LV0uhkxL7ngHQwJA,Stay With Me,"Cover Sessions, Vol. 3",Boyce Avenue,4/28/2015,182159,47,FALSE,,2023-06-25T13:08:00Z,acoustic pop,3 Peace Records,0.305,0.285,10,-8.549,1,0.0469,0.841,0,0.106,0.224,73.485,1
spotify:track:1jfvBRXzBY2eCzF75i67qw,Payphone,"Cover Sessions, Vol. 2",Boyce Avenue,7/24/2012,218123,47,FALSE,,2023-06-24T21:21:44Z,acoustic pop,3 Peace Records,0.65,0.655,7,-5.358,1,0.0309,0.213,0,0.134,0.546,109.931,4
spotify:track:4ixD559n13iWuzXLRLXyzm,How Far We’ve Come (2009),"Cover Sessions, Vol. 1",Boyce Avenue,12/9/2009,178920,36,FALSE,,2023-06-24T21:21:07Z,acoustic pop,3 Peace Records,0.723,0.31,0,-9.793,1,0.0314,0.654,0,0.104,0.392,140.032,4
spotify:track:4vNGuGIIzh6soeBTw8hjfq,A Thousand Miles,"Cover Sessions, Vol. 2",Boyce Avenue;Alex Goot,7/24/2012,244173,45,FALSE,,2023-06-24T21:16:40Z,"acoustic pop,nightcore",3 Peace Records,0.564,0.731,9,-7.538,1,0.0295,0.517,0.00000348,0.105,0.257,95.036,4
spotify:track:448UtmGXI6mKaVoJwsFBTq,You and Me,"Cover Sessions, Vol. 5",Boyce Avenue,1/24/2020,196055,50,FALSE,,2023-06-24T21:15:52Z,acoustic pop,3 Peace Records,0.551,0.373,8,-8.374,1,0.0253,0.6,0,0.141,0.347,139.84,3
spotify:track:1snd92ICpwulLUilLfDZFq,Let Her Go,"Cover Sessions, Vol. 3",Boyce Avenue;Hannah Trigwell,4/28/2015,219650,48,FALSE,,2023-06-24T21:14:04Z,acoustic pop,3 Peace Records,0.597,0.334,11,-8.559,1,0.0279,0.86,0,0.123,0.342,134.94,4
spotify:track:4SO8Aj9OR2TlVNjnfDdaDG,The Freshmen (2008),"Cover Sessions, Vol. 1",Boyce Avenue,12/9/2009,245493,26,FALSE,,2023-06-24T21:13:40Z,acoustic pop,3 Peace Records,0.715,0.476,4,-9.778,1,0.0275,0.156,0,0.311,0.234,102.031,4
spotify:track:5yJoFIwgtVUjb94mvTbRkV,Glycerine,"Cover Sessions, Vol. 3",Boyce Avenue,4/28/2015,203629,34,FALSE,,2023-06-24T21:13:35Z,acoustic pop,3 Peace Records,0.344,0.281,7,-6.938,1,0.0303,0.598,0,0.134,0.123,111.707,4
spotify:track:4CL9KfMz8M3yLshJqjSPOZ,A Whole New World,A Whole New World,Boyce Avenue;Jennel Garcia,11/1/2019,239168,51,FALSE,,2023-06-24T21:01:38Z,acoustic pop,3 Peace Records,0.628,0.192,1,-8.99,1,0.0289,0.87,0,0.11,0.255,106.834,4
spotify:track:6kgqJcaGSm7fOObNTpgOOX,Don’t Stop Believin’ (2009),"Cover Sessions, Vol. 1",Boyce Avenue,12/9/2009,256877,40,FALSE,,2023-06-24T20:57:13Z,acoustic pop,3 Peace Records,0.381,0.228,7,-10.313,1,0.031,0.757,0,0.0605,0.31,114.177,4
spotify:track:2Qw1KFrJ1q6qHXxWGh51kC,A Thousand Years,"Cover Sessions, Vol. 3",Boyce Avenue,4/28/2015,263710,55,FALSE,,2023-06-24T20:56:58Z,acoustic pop,3 Peace Records,0.41,0.221,5,-11.673,1,0.0315,0.768,0,0.106,0.228,139.529,3
spotify:track:7naRLuJn45I2MtgnLiRBxR,Story of My Life,"Cover Sessions, Vol. 3",Boyce Avenue,4/28/2015,247996,43,FALSE,,2023-06-24T20:55:34Z,acoustic pop,3 Peace Records,0.588,0.327,2,-9.184,1,0.041,0.341,0,0.0924,0.205,120.766,4
spotify:track:7unVsU8T9X55i30kIprvNf,Roar,"Cover Sessions, Vol. 3",Boyce Avenue;Bea Miller,4/28/2015,212913,47,FALSE,,2023-06-22T00:31:55Z,acoustic pop,3 Peace Records,0.478,0.32,5,-7.714,1,0.0401,0.571,0,0.104,0.264,180.391,4
spotify:track:5YedV0IQHOYA5cwTRfacTq,Lead Poisoning,This Addiction (Deluxe Edition),Alkaline Trio,2/23/2010,157440,26,FALSE,,2023-06-22T00:26:52Z,"pop punk,punk,emo,skate punk",Epitaph,0.46,0.929,7,-3.819,1,0.195,0.00475,0,0.181,0.917,197.523,4
spotify:track:1Fy9hQQLek2UpOYUEPjiYn,Help Me,Agony & Irony,Alkaline Trio,7/1/2008,224600,0,FALSE,,2023-06-21T22:35:54Z,"pop punk,punk,emo,skate punk",Epic,0.513,0.943,11,-3.982,1,0.0619,0.0000713,0.00000375,0.164,0.528,116.999,4
spotify:track:7Dij8mBegb8uhckk1TRJUz,Wake Me Up,"Cover Sessions, Vol. 3",Boyce Avenue;Jennel Garcia,4/28/2015,203575,48,FALSE,,2023-06-20T20:43:44Z,acoustic pop,3 Peace Records,0.412,0.21,1,-9.936,1,0.0393,0.84,0,0.0842,0.36,101.041,4
spotify:track:1W4c3lEi67BG5Ev7CgYqNi,Sweet and Low - New Album Version,"Can't Love, Can't Hurt",Augustana,2008,214066,48,FALSE,,2023-06-20T20:41:14Z,,Epic,0.443,0.727,11,-4.455,1,0.0315,0.00572,0.000845,0.106,0.407,151.93,4
spotify:track:3D9icpApGaZNHXZoaEL9Cn,Calling All Skeltons,Damnesia,Alkaline Trio,2011,211053,0,FALSE,,2023-06-20T20:12:17Z,"pop punk,punk,emo,skate punk",Hassle Records,0.61,0.8,1,-6.438,1,0.0446,0.0236,0,0.104,0.682,131.924,4
spotify:track:2Zi27tBhXnDQTz3porgaiw,Here Without You - Acoustic Version,Seventeen Days,3 Doors Down,2005,232013,67,FALSE,,2023-06-20T19:58:43Z,post-grunge,Universal Records,0.551,0.574,10,-6.265,0,0.0263,0.0203,0,0.186,0.308,143.734,4
